pca1,pca2,pca3,pca4,pca5,pca6,pca7
-0.36972207543325664,0.3654976352575813,0.5917551701921424,-0.08464718239701419,0.3492466234387626,0.04081273202427542,1.1525085245388613
-0.8459301265782134,-0.045451875429739476,0.43256427526070607,0.5868566668493755,1.0622804580036034,-0.22277001783502867,0.14026334402502327
-0.049432098786410486,0.6366159709387382,0.9148085448712483,-0.26822211908838195,0.08137373819916613,-0.14617049774041005,0.49881362029528675
2.321288058152415,-2.4864254327978808,-1.8700429535302725,3.0792465519436614,-0.5589254589753965,0.17321889741848073,-1.8338823780231004
-1.233038376892642,0.5930715930752894,0.7178494941741415,-0.7224308820251555,-0.0040692206895358955,-0.11554838773333079,0.33473984606822554
-1.1096133256135725,0.41411866804533093,0.4754545223164798,1.0576378351111169,-1.921064887812957,0.2728131935489726,1.1420484710066874
-2.6049095917717047,-0.844568616711569,-1.1202795459651023,-1.3917575495921481,-0.4656280210275747,-0.2338179751572289,-0.17780631204552155
-1.3812394139595543,0.22622400276477797,0.6096395177254231,0.2689817645827865,0.6793447849602317,-0.22613918146147655,0.03114780101433225
-2.631819147848949,-0.8430243177614295,-1.1300665535658656,-1.412562956049627,-0.498945356564644,-0.23315167844763313,-0.1956663817772442
-0.8506789023600798,-0.04379200979655541,0.4295964112823207,0.583144421160502,1.0564029001702298,-0.2196891542368066,0.13682318286528444
-0.20071121654281746,0.5417916458598008,0.7786088349538088,-0.19655293161898732,0.11068376827125026,-0.06520847773222242,0.7103898269730755
-0.5499373195313982,0.4531852138504055,0.8641414660413904,1.4440198806545388,-0.6099340212812824,0.10245426079647015,1.1174093617529552
-0.2937405783661772,0.31882127837402546,0.669053167838637,-0.09276602393299571,0.8750717208447459,-0.11128320076009719,0.7118492576733616
-0.7547987317787026,0.5628380880152157,0.7525156462213707,1.4334661857472817,-1.5398923575808257,0.28221679933344856,1.299924389232375
-1.01520896141612,0.12174118654621763,0.6258198485716499,1.1506876333788396,3.25983137593417,0.5563856820286284,-1.0180576943523294
-1.1099177573605925,-1.4719152210310091,-1.6439005098296706,-0.6515349758905523,0.3240513621262015,0.0978614321353917,-0.8051391038363738
-0.7444684752711231,0.03820347581930814,0.5383611720354411,0.5036005334580137,1.0020924586193394,-0.29108255060706734,-0.05981349163464558
-1.3558033656824102,-1.1249944046106821,-1.0669000096519514,-0.5228752234776691,0.7948517484487672,-0.23108735519384713,0.4048485015072994
-2.115887663378541,-1.1992378133076393,-1.6145036081204136,-1.3325941140216646,-0.6372686440885683,0.08682746387671979,-1.22576681117529
-2.0090026381480164,0.233081352854348,0.40771970345664543,-0.2155902252506598,-0.0922673033855346,-0.226020723209709,-0.3853103938630217
-2.58303674632038,-0.8468875049250235,-1.111361807043751,-1.3748175308945663,-0.4383412412656725,-0.23492203921603128,-0.16328211148119628
-0.852856341922745,-0.042006985211583706,0.42728733575794237,0.581419081930619,1.053116149215842,-0.22098697462177422,0.13564621512307146
-0.8456484575153709,-0.043388450891647765,0.4307847087419734,0.587018137275736,1.062227391698615,-0.2216772520882008,0.1404365399214128
-1.355148095999644,-1.1201940920423,-1.0710399601897334,-0.5224995816731001,0.794728295981235,-0.228545165231501,0.40525142122783336
0.4991081961073163,0.7913176393492278,0.9627282357610106,0.6776874469088369,-0.5853288193160406,-0.418411608204155,-1.6169095967987233
-1.0583584766579126,0.17039310746694078,0.673716331051479,1.3013336582225294,3.844677914672485,0.7742176966358726,-1.3250983451041851
-0.9917104083741376,0.4869733907457721,0.619259180926815,0.2036084873464668,-0.8307317661591249,-0.19301736603368422,-0.3823669235889416
0.21726967534179017,0.04975218270492395,0.4820432465253783,0.2062890017307193,1.2276879720066256,-0.10667128450166347,0.8048293382915203
-1.3558033656824102,-1.1249944046106821,-1.0669000096519514,-0.5228752234776691,0.7948517484487672,-0.23108735519384713,0.4048485015072994
-0.8507066862771729,-0.044320675676396415,0.4300513902225636,0.5831404139666665,1.0562008899290598,-0.222198501384591,0.13708743943640062
4.178562319559951,-0.6471913239798737,-0.14850421384788345,-0.5269936596755993,0.9491090177314004,-0.21105955238452823,1.9271697174617144
